1,568,335,43,27,0
2,569,334,43,27,0
3,570,333,43,27,0
4,571,332,43,27,0
5,572,331,43,27,0
6,574,330,43,27,0
7,575,329,43,27,0
8,576,328,43,27,0
9,578,328,43,27,0
10,579,327,43,27,0
11,581,327,43,27,0
12,582,326,43,27,0
13,583,325,43,27,0
14,584,324,43,27,0
15,585,323,43,27,0
16,586,323,43,27,0
17,586,322,43,27,0
18,586,322,43,27,0
19,586,322,43,27,0
20,586,321,43,27,0
21,586,321,43,27,0
22,587,321,43,27,0
23,586,321,43,27,0
24,586,322,43,27,0
25,585,323,43,27,0
26,585,324,43,27,0
27,581,326,43,27,0
28,577,328,43,27,0
29,574,331,43,27,0
30,570,333,43,27,0
31,567,336,43,27,0
32,563,340,43,26,0
33,560,344,42,26,0
34,556,348,42,26,0
35,553,352,41,26,0
36,550,354,41,25,0
37,548,356,41,25,0
38,545,358,41,25,0
39,543,360,41,25,0
40,541,360,41,26,0
41,539,361,41,26,0
42,537,362,41,26,0
43,535,363,41,26,0
44,533,364,41,27,0
45,532,365,41,27,0
46,531,367,41,27,0
47,530,368,41,27,0
48,529,370,41,27,0
49,529,372,41,27,0
50,529,373,41,27,0
51,529,374,41,27,0
52,529,376,41,27,0
53,529,377,41,27,0
54,530,379,41,27,0
55,531,377,41,27,0
56,533,375,41,27,0
57,535,373,41,27,0
58,537,372,41,27,0
59,542,367,41,27,0
60,547,363,41,27,0
61,553,359,41,27,0
62,558,355,41,27,0
63,564,351,41,27,0
64,571,347,41,27,0
65,578,343,41,27,0
66,585,339,41,27,0
67,592,335,41,27,0
68,598,332,41,27,0
69,604,329,41,27,0
70,610,326,41,27,0
71,617,323,41,27,0
72,621,321,41,27,0
73,625,319,41,27,0
74,629,317,41,27,0
75,629,314,41,27,0
76,633,309,41,30,0
77,636,305,39,29,0
78,640,302,37,27,0
79,642,301,41,27,0
80,644,297,41,28,0
81,646,293,41,29,0
82,649,290,41,29,0
83,651,289,41,28,0
84,653,288,41,27,0
85,652,288,41,27,0
86,652,289,41,27,0
87,647,294,41,27,0
88,642,299,41,27,0
89,637,304,41,27,0
90,633,309,41,27,0
91,623,315,42,28,0
92,614,321,42,30,0
93,605,328,43,31,0
94,596,334,43,31,0
95,587,341,43,31,0
96,578,345,43,31,0
97,569,349,43,31,0
98,561,353,43,31,0
99,556,353,43,31,0
100,551,353,43,31,0
101,545,354,43,31,0
102,539,355,43,31,0
103,533,356,43,31,0
104,530,354,43,31,0
105,527,352,43,31,0
106,524,351,43,31,0
107,522,350,43,31,0
108,521,349,43,31,0
109,520,348,43,31,0
110,519,348,43,31,0
111,520,347,44,32,0
112,521,347,45,32,0
113,522,347,46,32,0
114,523,347,47,32,0
115,524,347,49,33,0
116,527,347,49,33,0
117,530,348,49,33,0
118,534,349,49,33,0
119,537,348,49,34,0
120,540,348,49,35,0
121,543,347,49,36,0
122,546,347,49,37,0
123,550,346,49,37,0
124,555,346,49,37,0
125,559,346,49,37,0
126,564,346,49,37,0
127,568,345,50,38,0
128,573,345,51,38,0
129,578,344,51,40,0
130,583,344,52,40,0
131,588,344,53,41,0
132,592,345,53,41,0
133,596,346,53,41,0
134,600,347,53,41,0
135,605,349,53,41,0
136,607,348,53,41,0
137,609,348,53,41,0
138,611,348,53,41,0
139,614,348,53,41,0
140,616,346,53,42,0
141,618,344,53,43,0
142,620,342,53,44,0
143,623,340,52,45,0
144,625,337,52,45,0
145,627,334,52,45,0
146,629,331,52,45,0
147,631,329,52,45,0
148,632,325,52,46,0
149,633,322,53,46,0
150,634,318,54,47,0
151,635,315,55,48,0
152,635,313,55,48,0
153,635,311,55,48,0
154,635,309,55,48,0
155,636,307,55,48,0
156,636,305,55,48,0
157,637,304,55,48,0
158,637,303,55,48,0
159,638,302,55,48,0
160,639,301,55,48,0
161,639,300,54,49,0
162,640,300,53,49,0
163,641,299,51,50,0
164,642,299,50,50,0
165,643,299,49,51,0
166,643,301,49,51,0
167,643,303,49,51,0
168,644,305,49,51,0
169,643,307,49,51,0
170,642,309,49,51,0
171,641,312,49,51,0
172,640,314,49,51,0
173,639,317,49,51,0
174,639,318,49,51,0
175,639,320,49,50,0
176,639,322,49,50,0
177,639,323,49,50,0
178,639,325,49,49,0
179,640,327,49,49,0
180,639,327,49,50,0
181,639,327,49,51,0
182,638,327,49,52,0
183,638,328,49,53,0
184,637,329,49,53,0
185,636,330,49,53,0
186,636,332,48,52,0
187,635,333,48,52,0
188,635,335,47,52,0
189,635,336,47,53,0
190,636,338,46,53,0
191,637,340,45,53,0
192,638,342,45,53,0
193,638,342,44,53,0
194,639,342,43,53,0
195,640,342,42,53,0
196,641,343,41,52,0
197,641,343,41,52,0
198,641,343,41,52,0
199,641,343,41,52,0
200,641,343,41,52,0
201,641,343,41,53,0
202,641,343,41,53,0
203,641,344,41,53,0
204,642,345,41,53,0
205,642,346,41,53,0
206,642,347,41,53,0
207,643,348,41,53,0
208,643,347,41,53,0
209,644,346,41,53,0
210,644,345,41,53,0
211,645,344,41,53,0
212,646,343,41,53,0
213,647,342,41,53,0
214,649,341,41,53,0
215,650,340,41,53,0
216,652,339,41,53,0
217,653,338,41,53,0
218,655,337,41,53,0
219,657,336,40,52,0
220,659,335,40,52,0
221,662,334,39,52,0
222,664,333,38,52,0
223,666,332,38,52,0
224,669,331,37,52,0
225,669,329,37,52,0
226,670,327,37,53,0
227,671,326,36,52,0
228,672,324,36,53,0
229,673,323,36,53,0
230,674,323,36,54,0
231,676,323,35,55,0
232,677,323,35,56,0
233,679,324,35,57,0
234,679,324,34,56,0
235,679,324,34,56,0
236,679,325,33,55,0
237,679,325,33,55,0
238,679,326,33,54,0
239,678,326,33,54,0
240,678,327,33,54,0
241,677,327,33,55,0
242,677,328,33,54,0
243,676,328,33,55,0
244,676,329,33,55,0
245,675,330,33,55,0
246,674,332,33,55,0
247,673,334,33,55,0
248,672,336,33,55,0
249,671,338,33,55,0
250,669,338,33,56,0
251,667,339,33,56,0
252,665,340,33,56,0
253,663,341,33,56,0
254,661,342,33,56,0
255,660,343,33,57,0
256,657,344,33,57,0
257,655,345,33,57,0
258,653,347,33,57,0
