1,858,283,44,25,0
2,858,282,43,25,0
3,858,281,43,26,0
4,858,280,43,26,0
5,858,279,43,27,0
6,858,278,43,27,0
7,858,277,43,27,0
8,858,277,43,27,0
9,858,276,43,27,0
10,858,276,43,27,0
11,858,275,43,27,0
12,858,275,43,27,0
13,858,277,43,27,0
14,858,279,43,27,0
15,859,281,43,27,0
16,859,283,43,27,0
17,859,285,43,27,0
18,860,287,43,27,0
19,860,294,43,27,0
20,861,301,43,27,0
21,861,309,43,27,0
22,862,316,43,27,0
23,863,324,43,27,0
24,863,329,43,27,0
25,864,335,43,27,0
26,865,341,43,27,0
27,866,347,43,27,0
28,867,353,43,27,0
29,866,351,43,27,0
30,866,350,43,27,0
31,866,349,43,27,0
32,866,348,43,27,0
33,866,347,43,27,0
34,866,346,43,27,0
35,864,343,44,29,0
36,862,340,46,31,0
37,860,337,47,33,0
38,859,335,48,35,0
39,858,333,48,35,0
40,858,331,48,35,0
41,857,330,48,35,0
42,857,328,48,35,0
43,857,327,48,35,0
44,858,326,47,36,0
45,859,326,47,37,0
46,860,326,47,38,0
47,861,326,46,39,0
48,862,326,46,40,0
49,863,326,46,41,0
50,864,326,46,42,0
51,865,328,46,42,0
52,866,331,46,42,0
53,867,333,46,42,0
54,868,336,46,42,0
55,869,339,46,42,0
56,869,340,47,43,0
57,869,342,48,44,0
58,869,343,49,45,0
59,869,345,51,46,0
60,871,343,51,46,0
61,874,341,51,47,0
62,877,340,51,46,0
63,880,338,51,47,0
64,883,337,51,47,0
65,882,335,51,49,0
66,881,334,51,50,0
67,881,333,50,51,0
68,880,332,50,52,0
69,879,331,50,53,0
70,879,330,50,55,0
71,877,331,52,55,0
72,876,332,54,55,0
73,875,333,55,55,0
74,874,334,57,55,0
75,873,336,59,54,0
76,873,333,60,55,0
77,874,331,61,55,0
78,874,329,62,55,0
79,875,327,63,55,0
80,878,325,65,55,0
81,882,323,66,55,0
82,886,322,67,54,0
83,895,317,68,57,0
84,904,313,70,59,0
85,913,309,72,62,0
86,920,313,72,62,0
87,928,317,72,62,0
88,936,321,72,62,0
89,944,325,72,63,0
90,945,334,71,62,0
91,946,344,71,61,0
92,947,354,71,60,0
93,948,364,71,59,0
94,943,376,71,57,0
95,939,388,70,55,0
96,934,400,70,53,0
97,930,413,70,51,0
98,924,425,66,50,0
99,918,437,62,50,0
100,912,449,59,50,0
101,903,456,59,50,0
102,894,463,59,51,0
103,886,468,57,51,0
104,878,473,55,51,0
105,870,478,53,51,0
106,863,484,50,50,0
107,849,485,49,48,0
108,836,486,48,46,0
109,823,487,47,44,0
110,810,487,44,42,0
111,797,487,42,41,0
112,785,488,39,39,0
113,770,484,39,39,0
114,756,480,39,39,0
115,745,477,39,39,0
116,734,474,39,39,0
117,724,471,39,39,0
118,714,468,39,39,0
119,704,466,39,39,0
120,697,462,39,37,0
121,690,458,39,35,0
122,684,454,38,34,0
123,676,452,38,33,0
124,669,450,37,32,0
125,662,449,36,31,0
126,657,444,36,31,0
127,652,439,36,31,0
128,648,435,35,31,0
129,648,430,34,29,0
130,648,425,34,28,0
131,648,420,34,27,0
132,645,417,34,26,0
133,642,414,34,25,0
134,640,412,34,23,0
135,636,408,35,23,0
136,633,404,35,23,0
137,628,404,33,23,0
138,624,405,31,22,0
139,621,404,31,22,0
140,618,404,31,22,0
141,616,404,31,22,0
142,614,402,31,22,0
143,613,400,31,23,0
144,612,398,31,23,0
145,611,397,31,23,0
146,608,396,31,22,0
147,606,395,31,21,0
148,604,394,30,20,0
149,602,393,30,19,0
150,600,391,30,19,0
151,598,390,30,19,0
152,596,389,30,19,0
153,595,388,30,19,0
154,593,386,30,19,0
155,592,385,30,19,0
156,591,384,30,19,0
157,589,382,30,19,0
158,588,381,30,19,0
159,587,380,30,19,0
160,586,379,29,19,0
161,585,378,29,19,0
162,584,377,29,19,0
163,584,376,28,19,0
164,583,375,28,19,0
165,582,374,28,19,0
166,582,374,27,18,0
167,581,374,27,18,0
168,581,374,27,19,0
169,581,374,27,19,0
170,581,375,27,19,0
