1,791,227,267,168,0
2,792,226,264,167,0
3,794,226,260,165,0
4,796,226,257,163,0
5,797,226,254,161,0
6,799,226,250,159,0
7,801,226,247,157,0
8,802,226,244,155,0
9,804,226,241,153,0
10,806,226,237,151,0
11,807,226,234,149,0
12,809,226,231,147,0
13,811,226,227,145,0
14,813,226,224,143,0
15,815,226,221,141,0
16,817,226,218,139,0
17,820,226,214,138,0
18,822,226,211,136,0
19,824,226,208,135,0
20,827,226,204,133,0
21,829,226,201,132,0
22,831,226,198,130,0
23,834,226,194,129,0
24,836,226,191,127,0
25,839,226,187,126,0
26,840,226,185,125,0
27,842,226,183,124,0
28,844,227,181,123,0
29,845,227,180,122,0
30,847,228,177,121,0
31,849,228,175,120,0
32,851,229,173,119,0
33,852,229,172,118,0
34,854,229,170,117,0
35,856,230,167,116,0
36,857,230,166,115,0
37,859,231,164,114,0
38,861,231,162,113,0
39,863,232,160,112,0
40,863,231,159,111,0
41,864,231,158,110,0
42,864,231,158,109,0
43,865,231,157,107,0
44,865,230,157,107,0
45,866,230,156,106,0
46,866,230,156,104,0
47,867,230,155,103,0
48,868,230,154,102,0
49,864,231,158,100,0
50,860,232,162,99,0
51,857,233,165,98,0
52,853,234,169,97,0
53,850,235,172,96,0
54,846,236,176,94,0
55,842,237,180,93,0
56,839,238,183,92,0
57,835,239,187,91,0
58,832,240,190,90,0
59,826,239,196,90,0
60,821,239,201,90,0
61,816,239,206,90,0
62,810,239,212,90,0
63,805,239,217,90,0
64,800,239,222,90,0
65,794,239,228,90,0
66,789,239,233,90,0
67,784,239,238,90,0
68,780,239,238,90,0
69,776,239,238,90,0
70,773,240,237,89,0
71,769,240,238,89,0
72,766,241,237,88,0
73,762,241,237,88,0
74,758,241,238,88,0
75,755,242,237,87,0
76,751,242,237,87,0
77,748,243,237,87,0
78,748,243,236,86,0
79,748,243,236,86,0
80,748,243,236,85,0
81,748,243,236,85,0
82,748,243,236,84,0
83,748,243,236,84,0
84,748,243,236,83,0
85,748,244,236,82,0
86,744,244,236,81,0
87,741,244,236,81,0
88,738,245,236,79,0
89,735,245,235,79,0
90,732,246,235,77,0
